Resultado,Perdió
Goles a Favor,1
Goles en Contra,4

Numero,Nombre,Goles,Asistencias,Tiros
20,BATISTA FRANCO,0,0,0
94,AVIGLIANO PATRICIO,0,0,0
96,BIONDI KEVIN,0,0,0
87,BAZZI LUCIANO,0,0,0
35,WINSNES FEDERICO,0,0,0
